category,word_one,word_two,word_three,word_four
part-whole,چاو,بەر،گوش,دەرگایە,کلیلە
part-whole,چاو,بەر،گوش,شاخە,دار
part-whole,چاو,بەر،گوش,لێو,دەست
part-whole,چاو,بەر،گوش,موو,مەزنەوە
part-whole,چاو,بەر،گوش,پایە,میز
part-whole,چاو,بەر،گوش,پەلە,خانه‌،
part-whole,چاو,بەر،گوش,پەنجەره,خانوو
part-whole,چاو,بەر،گوش,چاو,بەر
part-whole,چاو,بەر،گوش,چرخ,ماشین
part-whole,چاو,بەر،گوش,چەرخە,دووچرخه
part-whole,چاو,بەر،گوش,ڕوونیە,نوێزۆریە
part-whole,چاو,بەر،گوش,کلیل,پیانۆ
part-whole,چاو,بەر،گوش,گل,بووکان
part-whole,چاو,بەر،گوش,گوڵ,بووکان
part-whole,چاو,بەر،گوش,گەورە,
part-whole,چرخ,ماشین,ئەسپە,بەر
part-whole,چرخ,ماشین,برگ,دار
part-whole,چرخ,ماشین,دانە,بووکان
part-whole,چرخ,ماشین,دەرگایە,کلیلە
part-whole,چرخ,ماشین,شاخە,دار
part-whole,چرخ,ماشین,لێو,دەست
part-whole,چرخ,ماشین,موو,مەزنەوە
part-whole,چرخ,ماشین,پایە,میز
part-whole,چرخ,ماشین,پەلە,خانه‌،
part-whole,چرخ,ماشین,پەنجەره,خانوو
part-whole,چرخ,ماشین,پەڕە,کتێب
part-whole,چرخ,ماشین,چاو,بەر
part-whole,چرخ,ماشین,چاو,بەر،گوش
part-whole,چرخ,ماشین,چەرخە,دووچرخه
part-whole,چرخ,ماشین,ڕوونیە,نوێزۆریە
part-whole,چرخ,ماشین,کلیل,پیانۆ
part-whole,چرخ,ماشین,گل,بووکان
part-whole,چرخ,ماشین,گوڵ,بووکان
part-whole,چەرخە,دووچرخه,ئەسپە,بەر
part-whole,چەرخە,دووچرخه,برگ,دار
part-whole,چەرخە,دووچرخه,دانە,بووکان
part-whole,چەرخە,دووچرخه,دەرگایە,کلیلە
part-whole,چەرخە,دووچرخه,شاخە,دار
part-whole,چەرخە,دووچرخه,لێو,دەست
part-whole,چەرخە,دووچرخه,موو,مەزنەوە
part-whole,چەرخە,دووچرخه,پایە,میز
part-whole,چەرخە,دووچرخه,پەلە,خانه‌،
part-whole,چەرخە,دووچرخه,پەنجە,پێ
part-whole,چەرخە,دووچرخه,پەنجەره,خانوو
part-whole,چەرخە,دووچرخه,چاو,بەر
part-whole,چەرخە,دووچرخه,چاو,بەر،گوش
part-whole,چەرخە,دووچرخه,چرخ,ماشین
part-whole,چەرخە,دووچرخه,ڕوونیە,نوێزۆریە
part-whole,چەرخە,دووچرخه,کلیل,پیانۆ
part-whole,چەرخە,دووچرخه,گل,بووکان
part-whole,چەرخە,دووچرخه,گوڵ,بووکان
part-whole,ڕوونیە,نوێزۆریە,ئەسپە,بەر
part-whole,ڕوونیە,نوێزۆریە,برگ,دار
part-whole,ڕوونیە,نوێزۆریە,دانە,بووکان
part-whole,ڕوونیە,نوێزۆریە,دەرگایە,کلیلە
part-whole,ڕوونیە,نوێزۆریە,شاخە,دار
part-whole,ڕوونیە,نوێزۆریە,لێو,دەست
part-whole,ڕوونیە,نوێزۆریە,موو,مەزنەوە
part-whole,ڕوونیە,نوێزۆریە,پایە,میز
part-whole,ڕوونیە,نوێزۆریە,پەرچە,کتێب
part-whole,ڕوونیە,نوێزۆریە,پەلە,خانه‌،
part-whole,ڕوونیە,نوێزۆریە,پەنجەره,خانوو
part-whole,ڕوونیە,نوێزۆریە,چاو,بەر
part-whole,ڕوونیە,نوێزۆریە,چاو,بەر،گوش
part-whole,ڕوونیە,نوێزۆریە,چرخ,ماشین
part-whole,ڕوونیە,نوێزۆریە,چەرخە,دووچرخه
part-whole,ڕوونیە,نوێزۆریە,کلیل,پیانۆ
part-whole,ڕوونیە,نوێزۆریە,گل,بووکان
part-whole,ڕوونیە,نوێزۆریە,گوڵ,بووکان
part-whole,کلیل,پیانۆ,ئەسپە,بەر
part-whole,کلیل,پیانۆ,برگ,دار
part-whole,کلیل,پیانۆ,برگ,فۆڵدر
part-whole,کلیل,پیانۆ,دانە,بووکان
part-whole,کلیل,پیانۆ,دەرگایە,کلیلە
part-whole,کلیل,پیانۆ,شاخە,دار
part-whole,کلیل,پیانۆ,لێو,دەست
part-whole,کلیل,پیانۆ,موو,مەزنەوە
part-whole,کلیل,پیانۆ,پایە,میز
part-whole,کلیل,پیانۆ,پەلە,خانه‌،
part-whole,کلیل,پیانۆ,پەنجەره,خانوو
part-whole,کلیل,پیانۆ,چاو,بەر
part-whole,کلیل,پیانۆ,چاو,بەر،گوش
part-whole,کلیل,پیانۆ,چرخ,ماشین
part-whole,کلیل,پیانۆ,چەرخە,دووچرخه
part-whole,کلیل,پیانۆ,ڕوونیە,نوێزۆریە
part-whole,کلیل,پیانۆ,گل,بووکان
part-whole,کلیل,پیانۆ,گوڵ,بووکان
part-whole,گل,بووکان,ئەسپە,بەر
part-whole,گل,بووکان,برگ,دار
part-whole,گل,بووکان,دانە,بووکان
part-whole,گل,بووکان,دەرگایە,کلیلە
part-whole,گل,بووکان,ریشە,بووکان
part-whole,گل,بووکان,شاخە,دار
part-whole,گل,بووکان,لێو,دەست
part-whole,گل,بووکان,موو,مەزنەوە
part-whole,گل,بووکان,پایە,میز
part-whole,گل,بووکان,پەلە,خانه‌،
part-whole,گل,بووکان,پەنجەره,خانوو
part-whole,گل,بووکان,چاو,بەر
part-whole,گل,بووکان,چاو,بەر،گوش
part-whole,گل,بووکان,چرخ,ماشین
part-whole,گل,بووکان,چەرخە,دووچرخه
part-whole,گل,بووکان,ڕوونیە,نوێزۆریە
part-whole,گل,بووکان,کلیل,پیانۆ
part-whole,گل,بووکان,گوڵ,بووکان
part-whole,گوڵ,بووکان,ئەسپە,بەر
part-whole,گوڵ,بووکان,برگ,دار
part-whole,گوڵ,بووکان,دانە,بووکان
part-whole,گوڵ,بووکان,دەرگایە,کلیلە
part-whole,گوڵ,بووکان,دەست,جەستە
part-whole,گوڵ,بووکان,شاخە,دار
part-whole,گوڵ,بووکان,لێو,دەست
part-whole,گوڵ,بووکان,موو,مەزنەوە
part-whole,گوڵ,بووکان,پایە,میز
part-whole,گوڵ,بووکان,پەلە,خانه‌،
part-whole,گوڵ,بووکان,پەنجەره,خانوو
part-whole,گوڵ,بووکان,چاو,بەر
part-whole,گوڵ,بووکان,چاو,بەر،گوش
part-whole,گوڵ,بووکان,چرخ,ماشین
part-whole,گوڵ,بووکان,چەرخە,دووچرخه
part-whole,گوڵ,بووکان,ڕوونیە,نوێزۆریە
part-whole,گوڵ,بووکان,کلیل,پیانۆ
part-whole,گوڵ,بووکان,گل,بووکان
past-first-person-second-person,بردم,بردی,بردم,بردی
past-first-person-second-person,بردم,بردی,خریدم,خریدی
past-first-person-second-person,بردم,بردی,خواردم,خواردی
past-first-person-second-person,بردم,بردی,داخستم,داخستی
past-first-person-second-person,بردم,بردی,نووسم,نووسی
past-first-person-second-person,بردم,بردی,پرسم,پرسی
past-first-person-second-person,بردم,بردی,پیدام,پیدای
past-first-person-second-person,بردم,بردی,پەسەندم,پەسەندی
past-first-person-second-person,بردم,بردی,چوم,چوی
past-first-person-second-person,بردم,بردی,گوتم,گوتی
past-first-person-second-person,بردم,بردی,گەیشتم,گەیشتی
past-first-person-second-person,خریدم,خریدی,بردم,بردی
past-first-person-second-person,خریدم,خریدی,خریدم,خریدی
past-first-person-second-person,خریدم,خریدی,خواردم,خواردی
past-first-person-second-person,خریدم,خریدی,داخستم,داخستی
past-first-person-second-person,خریدم,خریدی,نووسم,نووسی
past-first-person-second-person,خریدم,خریدی,هاتم,هاتی
past-first-person-second-person,خریدم,خریدی,پرسم,پرسی
past-first-person-second-person,خریدم,خریدی,پیدام,پیدای
past-first-person-second-person,خریدم,خریدی,پەسەندم,پەسەندی
past-first-person-second-person,خریدم,خریدی,چوم,چوی
past-first-person-second-person,خریدم,خریدی,گەیشتم,گەیشتی
past-first-person-second-person,خواردم,خواردی,بردم,بردی
past-first-person-second-person,خواردم,خواردی,خریدم,خریدی
past-first-person-second-person,خواردم,خواردی,خواردم,خواردی
past-first-person-second-person,خواردم,خواردی,داخستم,داخستی
past-first-person-second-person,خواردم,خواردی,نووسم,نووسی
past-first-person-second-person,خواردم,خواردی,هاتم,هاتی
past-first-person-second-person,خواردم,خواردی,پرسم,پرسی
past-first-person-second-person,خواردم,خواردی,پشکم,پشکی
past-first-person-second-person,خواردم,خواردی,پیدام,پیدای
past-first-person-second-person,خواردم,خواردی,پەسەندم,پەسەندی
past-first-person-second-person,داخستم,داخستی,بردم,بردی
past-first-person-second-person,داخستم,داخستی,خریدم,خریدی
past-first-person-second-person,داخستم,داخستی,خواردم,خواردی
past-first-person-second-person,داخستم,داخستی,داخستم,داخستی
past-first-person-second-person,داخستم,داخستی,دانم,دانی
past-first-person-second-person,داخستم,داخستی,نووسم,نووسی
past-first-person-second-person,داخستم,داخستی,هاتم,هاتی
past-first-person-second-person,داخستم,داخستی,پرسم,پرسی
past-first-person-second-person,داخستم,داخستی,پیدام,پیدای
past-first-person-second-person,داخستم,داخستی,پەسەندم,پەسەندی
past-first-person-second-person,داخستم,داخستی,کردم,کردی
past-first-person-second-person,داخستم,داخستی,گوتم,گوتی
past-first-person-second-person,نووسم,نووسی,بردم,بردی
past-first-person-second-person,نووسم,نووسی,خریدم,خریدی
past-first-person-second-person,نووسم,نووسی,خواردم,خواردی
past-first-person-second-person,نووسم,نووسی,داخستم,داخستی
past-first-person-second-person,نووسم,نووسی,نووسم,نووسی
past-first-person-second-person,نووسم,نووسی,پرسم,پرسی
past-first-person-second-person,نووسم,نووسی,پیدام,پیدای
past-first-person-second-person,نووسم,نووسی,پەسەندم,پەسەندی
past-first-person-second-person,نووسم,نووسی,چوم,چوی
past-first-person-second-person,نووسم,نووسی,کردم,کردی
past-first-person-second-person,نووسم,نووسی,گوتم,گوتی
past-first-person-second-person,پرسم,پرسی,بردم,بردی
past-first-person-second-person,پرسم,پرسی,خریدم,خریدی
past-first-person-second-person,پرسم,پرسی,خواردم,خواردی
past-first-person-second-person,پرسم,پرسی,داخستم,داخستی
past-first-person-second-person,پرسم,پرسی,نووسم,نووسی
past-first-person-second-person,پرسم,پرسی,پرسم,پرسی
past-first-person-second-person,پرسم,پرسی,پیدام,پیدای
past-first-person-second-person,پرسم,پرسی,پەسەندم,پەسەندی
past-first-person-second-person,پرسم,پرسی,چوم,چوی
past-first-person-second-person,پیدام,پیدای,بردم,بردی
past-first-person-second-person,پیدام,پیدای,خریدم,خریدی
past-first-person-second-person,پیدام,پیدای,خواردم,خواردی
past-first-person-second-person,پیدام,پیدای,داخستم,داخستی
past-first-person-second-person,پیدام,پیدای,نووسم,نووسی
past-first-person-second-person,پیدام,پیدای,پرسم,پرسی
past-first-person-second-person,پیدام,پیدای,پیدام,پیدای
past-first-person-second-person,پیدام,پیدای,پەسەندم,پەسەندی
past-first-person-second-person,پیدام,پیدای,چوم,چوی
past-first-person-second-person,پیدام,پیدای,گوتم,گوتی
past-first-person-second-person,پەسەندم,پەسەندی,بردم,بردی
past-first-person-second-person,پەسەندم,پەسەندی,خریدم,خریدی
past-first-person-second-person,پەسەندم,پەسەندی,خواردم,خواردی
past-first-person-second-person,پەسەندم,پەسەندی,داخستم,داخستی
past-first-person-second-person,پەسەندم,پەسەندی,نووسم,نووسی
past-first-person-second-person,پەسەندم,پەسەندی,پرسم,پرسی
past-first-person-second-person,پەسەندم,پەسەندی,پیدام,پیدای
past-first-person-second-person,پەسەندم,پەسەندی,پەسەندم,پەسەندی
past-first-person-second-person,پەسەندم,پەسەندی,چوم,چوی
past-first-person-second-person,پەسەندم,پەسەندی,گوتم,گوتی
past-first-person-second-person-plural,گەیشتین,گەیشتن,بردین,بردن
past-first-person-second-person-plural,گەیشتین,گەیشتن,تۆمارکردن,تۆمارکردن
past-first-person-second-person-plural,گەیشتین,گەیشتن,خاندن,خاندن
past-first-person-second-person-plural,گەیشتین,گەیشتن,خواردن,خواردن
past-first-person-second-person-plural,گەیشتین,گەیشتن,خواردنەوە,خواردنەوە
past-first-person-second-person-plural,گەیشتین,گەیشتن,دابینکردن,دابینکردن
past-first-person-second-person-plural,گەیشتین,گەیشتن,داخستین,داخستن
past-first-person-second-person-plural,گەیشتین,گەیشتن,دانی,دانن
past-first-person-second-person-plural,گەیشتین,گەیشتن,دانیەوە,داننەوە
past-first-person-second-person-plural,گەیشتین,گەیشتن,داگیرسانین,داگیرسانن
past-first-person-second-person-plural,گەیشتین,گەیشتن,دوویدن,دوویدن
past-first-person-second-person-plural,گەیشتین,گەیشتن,دەرچوون,دەرچون
past-first-person-second-person-plural,گەیشتین,گەیشتن,دەستپێکردن,دەستپێکردن
past-first-person-second-person-plural,گەیشتین,گەیشتن,شوون,شوون
past-first-person-second-person-plural,گەیشتین,گەیشتن,شکانین,شکانن
past-first-person-second-person-plural,گەیشتین,گەیشتن,فڕین,فڕن
past-first-person-second-person-plural,گەیشتین,گەیشتن,فەرموودین,فەرموودن
past-first-person-second-person-plural,گەیشتین,گەیشتن,نوستن,نوستن
past-first-person-second-person-plural,گەیشتین,گەیشتن,نووستن,نووستن
past-first-person-second-person-plural,گەیشتین,گەیشتن,نووسین,نووسن
past-first-person-second-person-plural,گەیشتین,گەیشتن,هاتنەوە,هاتنەوە
past-first-person-second-person-plural,گەیشتین,گەیشتن,هاتین,هاتن
past-first-person-second-person-plural,گەیشتین,گەیشتن,هەڵدان,هەڵدان
past-first-person-second-person-plural,گەیشتین,گەیشتن,هەڵچوون,هەڵچون
past-first-person-second-person-plural,گەیشتین,گەیشتن,هەڵگرتن,هەڵگرتن
past-first-person-second-person-plural,گەیشتین,گەیشتن,پشکنین,پشکنن
past-first-person-second-person-plural,گەیشتین,گەیشتن,پڕکردنەوە,پڕکردنەوە
past-first-person-second-person-plural,گەیشتین,گەیشتن,چوون,چون
past-first-person-second-person-plural,گەیشتین,گەیشتن,چوونەژور,چوونەژور
past-first-person-second-person-plural,گەیشتین,گەیشتن,ڕاکێشان,ڕاکێشان
past-first-person-second-person-plural,گەیشتین,گەیشتن,کردنەسەر,کردنەسەر
past-first-person-second-person-plural,گەیشتین,گەیشتن,کردنەوە,کردنەوە
past-first-person-second-person-plural,گەیشتین,گەیشتن,کڕین,کڕن
past-first-person-second-person-plural,گەیشتین,گەیشتن,کێشانەوە,کێشانەوە
past-first-person-second-person-plural,گەیشتین,گەیشتن,گرتن,گرتن
past-first-person-second-person-plural,گەیشتین,گەیشتن,گواستنەوە,گواستنەوە
past-first-person-second-person-plural,گەیشتین,گەیشتن,گەڕانین,گەڕانن
past-first-person-second-person-plural,گەیشتین,گەیشتن,گەڕاوە,گەڕاون
past-first-person-second-person-plural,گەیشتین,گەیشتن,گەیشتین,گەیشتن
plural-regular,ئاسمان,ئاسمانەکان,بەرز,بەرزەکان
plural-regular,ئاسمان,ئاسمانەکان,هەور,هەورەکان
plural-regular,ئاسمان,ئاسمانەکان,گوڵ,گوڵەکان
plural-regular,ئافرەت,ئافرەتەکان,گەل,گەلەکان
plural-regular,ئاویەڕ,ئاویەڕەکان,ناوچە,ناوچەکان
plural-regular,ئاویەڕ,ئاویەڕەکان,هەڵۆپە,هەڵۆپەکان
plural-regular,ئاڤاوە,ئاڤاوەکان,بەرز,بەرزەکان
plural-regular,ئاڤاوە,ئاڤاوەکان,پشیلە,پشیلەکان
plural-regular,ئاگر,ئاگرەکان,باران,بارانەکان
plural-regular,ئاگر,ئاگرەکان,بەرز,بەرزەکان
plural-regular,ئاگر,ئاگرەکان,ناوچە,ناوچەکان
plural-regular,ئاگر,ئاگرەکان,چای,چایەکان
plural-regular,ئاڵۆز,ئاڵۆزەکان,ئاسمان,ئاسمانەکان
plural-regular,ئاڵۆز,ئاڵۆزەکان,باران,بارانەکان
plural-regular,ئوتۆمبێل,ئوتۆمبێلەکان,پەپول,پەپولەکان
plural-regular,ئوتۆمبێل,ئوتۆمبێلەکان,پەڕە,پەڕەکان
plural-regular,ئوتۆمبێل,ئوتۆمبێلەکان,چای,چایەکان
plural-regular,ئوتۆمبێل,ئوتۆمبێلەکان,گوڵ,گوڵەکان
plural-regular,باران,بارانەکان,بەفر,بەفرەکان
plural-regular,باران,بارانەکان,شەم,شەمەکان
plural-regular,باران,بارانەکان,پشیلە,پشیلەکان
plural-regular,باران,بارانەکان,گوڵ,گوڵەکان
plural-regular,بەرز,بەرزەکان,پشیلە,پشیلەکان
plural-regular,بەرز,بەرزەکان,چای,چایەکان
plural-regular,بەرگە,بەرگەکان,بەرز,بەرزەکان
plural-regular,بەرگە,بەرگەکان,پەلەنگ,پەلەنگەکان
plural-regular,بەفر,بەفرەکان,ئاسمان,ئاسمانەکان
plural-regular,بەفر,بەفرەکان,شاخ,شاخەکان
plural-regular,بەنداو,بەنداوەکان,ئاسمان,ئاسمانەکان
plural-regular,بەنداو,بەنداوەکان,گوڵ,گوڵەکان
plural-regular,بەنداوی,بەنداوەکان,هەور,هەورەکان
plural-regular,بەنداوی,بەنداوەکان,گوڵ,گوڵەکان
plural-regular,خۆڕئۆ,خۆڕئۆکان,هەرمێ,هەرمەکان
plural-regular,خۆڕئۆ,خۆڕئۆکان,پشیلە,پشیلەکان
plural-regular,خۆڕئۆ,خۆڕئۆکان,گول,گولەکان
plural-regular,دەریا,دەریاکان,شاخ,شاخەکان
plural-regular,دەریا,دەریاکان,پایە,پایەکان
plural-regular,زەوی,زەوەکان,بەرز,بەرزەکان
plural-regular,زەوی,زەوەکان,پەلەنگ,پەلەنگەکان
plural-regular,شاخ,شاخەکان,ئاڵۆز,ئاڵۆزەکان
plural-regular,شاخ,شاخەکان,ناوچە,ناوچەکان
plural-regular,شار,شارەکان,ئاڵۆز,ئاڵۆزەکان
plural-regular,شار,شارەکان,شاخ,شاخەکان
plural-regular,شار,شارەکان,چای,چایەکان
plural-regular,شار,شارەکان,گوڵ,گوڵەکان
plural-regular,شارەوانی,شارەوانەکان,ئاسمان,ئاسمانەکان
plural-regular,شارەوانی,شارەوانەکان,ئاویەڕ,ئاویەڕەکان
plural-regular,شارەوانی,شارەوانەکان,ناسە,ناسەکان
plural-regular,شارەوانی,شارەوانەکان,پشیلە,پشیلەکان
plural-regular,شەم,شەمەکان,شار,شارەکان
plural-regular,شەم,شەمەکان,ماڵ,ماڵەکان
plural-regular,شەپۆل,شەپۆلەکان,ئاگر,ئاگرەکان
plural-regular,شەپۆل,شەپۆلەکان,پاشەکەوت,پاشەکەوتەکان
plural-regular,قەڵا,قەڵاکان,زەوی,زەوەکان
plural-regular,قەڵا,قەڵاکان,پەلەنگ,پەلەنگەکان
plural-regular,ماڵ,ماڵەکان,ئاسمان,ئاسمانەکان
plural-regular,ماڵ,ماڵەکان,پەڕە,پەڕەکان
plural-regular,مۆبایل,مۆبایلەکان,ئوتۆمبێل,ئوتۆمبێلەکان
plural-regular,مۆبایل,مۆبایلەکان,پشیلە,پشیلەکان
plural-regular,مۆبایل,مۆبایلەکان,کەڵەشین,کەڵەشینەکان
plural-regular,مۆبایل,مۆبایلەکان,گەرمی,گەرمیەکان
plural-regular,ناسە,ناسەکان,باران,بارانەکان
plural-regular,ناسە,ناسەکان,شەم,شەمەکان
plural-regular,ناوچە,ناوچەکان,ئاگر,ئاگرەکان
plural-regular,ناوچە,ناوچەکان,زەوی,زەوەکان
plural-regular,ناوچە,ناوچەکان,شار,شارەکان
plural-regular,ناوچە,ناوچەکان,پەنجەرە,پەنجەرەکان
plural-regular,هەور,هەورەکان,باران,بارانەکان
plural-regular,هەور,هەورەکان,شەم,شەمەکان
plural-regular,پشیلە,پشیلەکان,زەردەڵۆ,زەردەڵۆکان
plural-regular,پشیلە,پشیلەکان,ماڵ,ماڵەکان
plural-regular,پەلەنگ,پەلەنگەکان,ئاسمان,ئاسمانەکان
plural-regular,پەلەنگ,پەلەنگەکان,بەنداوی,بەنداوەکان
plural-regular,پەلەنگ,پەلەنگەکان,زەوی,زەوەکان
plural-regular,پەلەنگ,پەلەنگەکان,قەڵا,قەڵاکان
plural-regular,پەنجەرە,پەنجەرەکان,ئاسمان,ئاسمانەکان
plural-regular,پەنجەرە,پەنجەرەکان,ماڵ,ماڵەکان
plural-regular,پەڕە,پەڕەکان,شار,شارەکان
plural-regular,پەڕە,پەڕەکان,چای,چایەکان
plural-regular,پەیوەندی,پەیوەندیەکان,ئەندام,ئەندامەکان
plural-regular,پەیوەندی,پەیوەندیەکان,قوڵەکە,قوڵەکان
plural-regular,چای,چایەکان,ئاڤاوە,ئاڤاوەکان
plural-regular,چای,چایەکان,شەم,شەمەکان
plural-regular,چای,چایەکان,پەڕە,پەڕەکان
plural-regular,چای,چایەکان,گەرمی,گەرمیەکان
plural-regular,ڕاپەرین,ڕاپەرینەکان,هەورەکان,هەورەکان
plural-regular,ژینگە,ژینگەکان,گوڵ,گوڵەکان
plural-regular,کۆڕەکە,کۆڕەکان,گۆڵ,گۆڵەکان
plural-regular,گورگ,گورگەکان,بەفر,بەفرەکان
plural-regular,گورگ,گورگەکان,شەم,شەمەکان
plural-regular,گوڵ,گوڵەکان,ئاسمان,ئاسمانەکان
plural-regular,گوڵ,گوڵەکان,ئاڤاوە,ئاڤاوەکان
plural-regular,گوڵ,گوڵەکان,باران,بارانەکان
plural-regular,گوڵ,گوڵەکان,بەرز,بەرزەکان
plural-regular,گەرمی,گەرمیەکان,ناوچە,ناوچەکان
plural-regular,گەرمی,گەرمیەکان,چای,چایەکان
present-first-person-second-person,دەبینم,دەبینی,دەبینم,دەبینی
present-first-person-second-person,دەبینم,دەبینی,دەبێشم,دەبێشی
present-first-person-second-person,دەبینم,دەبینی,دەخوەم,دەخوی
present-first-person-second-person,دەبینم,دەبینی,دەخۆم,دەخۆی
present-first-person-second-person,دەبینم,دەبینی,دەخەم,دەخەیت
present-first-person-second-person,دەبینم,دەبینی,دەدەم,دەدەیت
present-first-person-second-person,دەبینم,دەبینی,دەدەنم,دەدەنی
present-first-person-second-person,دەبینم,دەبینی,دەستکەم,دەستکەیت
present-first-person-second-person,دەبینم,دەبینی,دەشەم,دەشی
present-first-person-second-person,دەبینم,دەبینی,دەفڕم,دەفڕی
present-first-person-second-person,دەبینم,دەبینی,دەنووسم,دەنووسی
present-first-person-second-person,دەبینم,دەبینی,دەوێنم,دەوێنی
present-first-person-second-person,دەبینم,دەبینی,دەپێشم,دەپێشی
present-first-person-second-person,دەبینم,دەبینی,دەچم,دەچی
present-first-person-second-person,دەبینم,دەبینی,دەچمە,دەچیت
present-first-person-second-person,دەبینم,دەبینی,دەڕووم,دەڕووی
present-first-person-second-person,دەبینم,دەبینی,دەڕۆم,دەڕۆی
present-first-person-second-person,دەبینم,دەبینی,دەکەم,دەکەیت
present-first-person-second-person,دەبینم,دەبینی,دەگرم,دەگری
present-first-person-second-person,دەبینم,دەبینی,دەگریم,دەگری
present-first-person-second-person,دەبینم,دەبینی,دەگەڕم,دەگەڕی
present-first-person-second-person,دەبێشم,دەبێشی,دەبینم,دەبینی
present-first-person-second-person,دەبێشم,دەبێشی,دەبێشم,دەبێشی
present-first-person-second-person,دەبێشم,دەبێشی,دەخوەم,دەخوی
present-first-person-second-person,دەبێشم,دەبێشی,دەخۆم,دەخۆی
present-first-person-second-person,دەبێشم,دەبێشی,دەدەم,دەدەیت
present-first-person-second-person,دەبێشم,دەبێشی,دەدەنم,دەدەنی
present-first-person-second-person,دەبێشم,دەبێشی,دەستکەم,دەستکەیت
present-first-person-second-person,دەبێشم,دەبێشی,دەشەم,دەشی
present-first-person-second-person,دەبێشم,دەبێشی,دەفرم,دەفری
present-first-person-second-person,دەبێشم,دەبێشی,دەفڕم,دەفڕی
present-first-person-second-person,دەبێشم,دەبێشی,دەنووسم,دەنووسی
present-first-person-second-person,دەبێشم,دەبێشی,دەوێنم,دەوێنی
present-first-person-second-person,دەبێشم,دەبێشی,دەپێشم,دەپێشی
present-first-person-second-person,دەبێشم,دەبێشی,دەچم,دەچی
present-first-person-second-person,دەبێشم,دەبێشی,دەچمە,دەچیت
present-first-person-second-person,دەبێشم,دەبێشی,دەڕووم,دەڕووی
present-first-person-second-person,دەبێشم,دەبێشی,دەڕۆم,دەڕۆی
present-first-person-second-person,دەبێشم,دەبێشی,دەکەم,دەکەیت
present-first-person-second-person,دەبێشم,دەبێشی,دەگرم,دەگری
present-first-person-second-person,دەبێشم,دەبێشی,دەگریم,دەگری
present-first-person-second-person,دەبێشم,دەبێشی,دەگەڕم,دەگەڕی
present-first-person-second-person,دەخوەم,دەخوی,دەبینم,دەبینی
present-first-person-second-person,دەخوەم,دەخوی,دەبێشم,دەبێشی
present-first-person-second-person,دەخوەم,دەخوی,دەخوەم,دەخوی
present-first-person-second-person,دەخوەم,دەخوی,دەخۆم,دەخۆی
present-first-person-second-person,دەخوەم,دەخوی,دەدەم,دەدەیت
present-first-person-second-person,دەخوەم,دەخوی,دەدەنم,دەدەنی
present-first-person-second-person,دەخوەم,دەخوی,دەستکەم,دەستکەیت
present-first-person-second-person,دەخوەم,دەخوی,دەشەم,دەشی
present-first-person-second-person,دەخوەم,دەخوی,دەفڕم,دەفڕی
present-first-person-second-person,دەخوەم,دەخوی,دەنووسم,دەنووسی
present-first-person-second-person,دەخوەم,دەخوی,دەوێنم,دەوێنی
present-first-person-second-person,دەخوەم,دەخوی,دەپێشم,دەپێشی
present-first-person-second-person,دەخوەم,دەخوی,دەچم,دەچی
present-first-person-second-person,دەخوەم,دەخوی,دەچمە,دەچیت
present-first-person-second-person,دەخوەم,دەخوی,دەڕووم,دەڕووی
present-first-person-second-person,دەخوەم,دەخوی,دەڕۆم,دەڕۆی
present-first-person-second-person,دەخوەم,دەخوی,دەکەم,دەکەیت
present-first-person-second-person,دەخوەم,دەخوی,دەگرم,دەگری
present-first-person-second-person,دەخوەم,دەخوی,دەگریم,دەگری
present-first-person-second-person,دەخوەم,دەخوی,دەگەڕم,دەگەڕی
present-first-person-second-person,دەخۆم,دەخۆی,دەبینم,دەبینی
present-first-person-second-person,دەخۆم,دەخۆی,دەبێشم,دەبێشی
present-first-person-second-person,دەخۆم,دەخۆی,دەخوەم,دەخوی
present-first-person-second-person,دەخۆم,دەخۆی,دەخۆم,دەخۆی
present-first-person-second-person,دەخۆم,دەخۆی,دەدەم,دەدەیت
present-first-person-second-person,دەخۆم,دەخۆی,دەدەنم,دەدەنی
present-first-person-second-person,دەخۆم,دەخۆی,دەستکەم,دەستکەیت
present-first-person-second-person,دەخۆم,دەخۆی,دەشەم,دەشی
present-first-person-second-person,دەخۆم,دەخۆی,دەفڕم,دەفڕی
present-first-person-second-person,دەخۆم,دەخۆی,دەنووسم,دەنووسی
present-first-person-second-person,دەخۆم,دەخۆی,دەوێنم,دەوێنی
present-first-person-second-person,دەخۆم,دەخۆی,دەپێشم,دەپێشی
present-first-person-second-person,دەخۆم,دەخۆی,دەچم,دەچی
present-first-person-second-person,دەخۆم,دەخۆی,دەچمە,دەچیت
present-first-person-second-person,دەخۆم,دەخۆی,دەڕووم,دەڕووی
present-first-person-second-person,دەخۆم,دەخۆی,دەڕۆم,دەڕۆی
present-first-person-second-person,دەخۆم,دەخۆی,دەکەم,دەکەیت
present-first-person-second-person,دەخۆم,دەخۆی,دەگرم,دەگری
present-first-person-second-person,دەخۆم,دەخۆی,دەگریم,دەگری
present-first-person-second-person,دەخۆم,دەخۆی,دەگەڕم,دەگەڕی
present-first-person-second-person,دەدەم,دەدەیت,دەبینم,دەبینی
present-first-person-second-person,دەدەم,دەدەیت,دەبێشم,دەبێشی
present-first-person-second-person,دەدەم,دەدەیت,دەخوەم,دەخوی
present-first-person-second-person,دەدەم,دەدەیت,دەخۆم,دەخۆی
